hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
15038,1,,2,2009,10,Cattle,Starvation/Drought,,Base camp,1,,1
15038,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,11,,4
15038,2,,1,2010,7, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
15038,3,0,1,2011,6,Cattle,Starvation/Drought,,Satellite camp,2,,2
15039,1,,2,2009,3, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,15
15039,1,,1,2008,11,Cattle,Starvation/Drought,,Satellite camp,3,,3
15039,2,,2,2010,8,Cattle,Starvation/Drought,,Satellite camp,5,,2
15039,2,,1,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
15039,3,0,3,2011,2,Camel, Disease,,Satellite camp,1,,0
15039,3,0,2,2010,11, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,4,,3
15039,3,0,4,2011,3, Goat/Sheep,Predation,,Satellite camp,1,,0
15039,3,0,1,2010,10,Cattle,Raiding/Rustling/Conflict,,Satellite camp,2,,2
15039,5,0,4,2013,6, Goat/Sheep,Just lost,,Base camp,2,,2
15039,5,0,2,2013,2,Cattle,Starvation/Drought,,Satellite camp,2,,2
15039,5,0,1,2012,11,Cattle, Disease,,Satellite camp,4,,2
15039,5,0,3,2013,3, Goat/Sheep, Disease,,Base camp,3,,2
15040,1,,1,2009,8,Cattle,Starvation/Drought,,Satellite camp,49,,36
15040,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,110,,49
15040,2,,2,2010,8,Cattle,Starvation/Drought,,Satellite camp,1,,1
15040,2,,1,2010,8,Camel,Starvation/Drought,,Satellite camp,1,,1
15040,3,0,1,2011,5, Goat/Sheep,Predation,,Base camp,2,,2
15040,3,0,2,2011,5, Goat/Sheep,Predation,,Base camp,2,,1
15040,4,0,1,2012,5, Goat/Sheep, Disease,,Base camp,2,,0
15040,4,0,3,2012,8, Goat/Sheep,Predation,,Base camp,6,,2
15040,4,0,2,2012,2, Goat/Sheep, Disease,,Base camp,3,,1
15040,5,0,4,2013,8, Goat/Sheep, Disease,,Base camp,1,,1
15040,5,0,3,2013,7, Goat/Sheep,Predation,,Base camp,1,,1
15040,5,0,2,2013,4,Cattle, Disease,,Satellite camp,2,,1
15040,5,0,1,2013,2,Camel,Predation,,Base camp,1,,1
15040,6,0,1,2014,12,Camel, Disease,,Base camp,1,,1
15040,6,0,4,2015,8, Goat/Sheep,Predation,,Base camp,2,,2
15040,6,0,2,2015,9,Cattle,Starvation/Drought,,Base camp,4,,1
15040,6,0,3,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
15040,7,,1,2020,9,Goat, Disease,,,10,1,
15040,7,,1,2020,5,Cattle,Starvation/Drought,,,3,2,
15040,7,,2,2020,6,Cattle,Accident/Poisoned,,,3,2,
15041,1,,1,2009,4,Cattle,Starvation/Drought,,Satellite camp,30,,16
15041,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,100,,39
15041,2,,2,2010,8,Cattle,Starvation/Drought,,Satellite camp,29,,29
15041,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,47,,40
15041,2,,1,2010,8,Camel,Starvation/Drought,,Satellite camp,4,,4
15041,3,0,2,2011,5, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,45,,37
15041,3,0,1,2011,7,Cattle,Starvation/Drought,,Satellite camp,2,,2
15041,4,0,1,2012,2,Cattle, Rain,,Satellite camp,2,,2
15041,5,0,1,2013,7,Camel, Disease,,Base camp,5,,2
15041,5,0,2,2013,1, Goat/Sheep,Predation,,Base camp,5,,0
15041,5,0,4,2013,9, Goat/Sheep, Disease,,Base camp,7,,4
15041,5,0,3,2013,7, Goat/Sheep, Disease,,Base camp,8,,3
15041,6,0,4,2014,11, Goat/Sheep, Disease,,Base camp,12,,5
15041,6,0,3,2015,9,Cattle,Starvation/Drought,,Satellite camp,3,,0
15041,6,0,2,2015,8,Camel, Disease,,Base camp,1,,0
15041,6,0,5,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,6
15041,6,0,1,2015,2,Camel, Disease,,Satellite camp,2,,2
15041,7,,2,2020,4,Goat,Predation,,,9,3,
15041,7,,2,2020,7, Sheep, Disease,,,3,2,
15041,7,,1,2020,4, Sheep,Predation,,,3,2,
15041,7,,3,2020,12,Goat, Disease,,,9,3,
15041,7,,1,2019,3,Goat, Disease,,,9,3,
15042,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,8
15042,2,,2,2010,8,Camel,Starvation/Drought,,Base camp,1,,1
15042,2,,1,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,10
15042,3,0,2,2011,7,Cattle,Starvation/Drought,,Base camp,2,,0
15042,3,0,1,2011,6,Cattle,Starvation/Drought,,Base camp,5,,5
15042,3,0,3,2011,9,Cattle,Starvation/Drought,,Base camp,1,,1
15042,4,0,1,2012,6,Cattle, Disease,,Satellite camp,1,,1
15042,4,0,2,2012,4, Goat/Sheep, Disease,,Base camp,1,,1
15042,5,0,1,2013,2, Goat/Sheep, Disease,,Base camp,8,,2
15042,5,0,2,2013,8, Goat/Sheep, Disease,,Base camp,12,,5
15042,6,0,3,2015,6, Goat/Sheep,Just lost,,Base camp,1,,1
15042,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
15042,6,0,2,2015,3, Goat/Sheep, Disease,,Base camp,1,,0
15042,6,0,1,2015,9,Cattle,Starvation/Drought,,Base camp,1,,1
15044,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Base camp,10,,6
15044,1,,2,2009,6,Cattle,Starvation/Drought,,Satellite camp,4,,4
15044,3,0,1,2011,2,Cattle,Starvation/Drought,,Satellite camp,7,,4
15044,3,0,2,2011,3, Goat/Sheep,Predation,,Base camp,1,,1
15044,5,0,1,2013,2, Goat/Sheep, Disease,,Satellite camp,2,,0
15044,7,,1,2019,2,Camel, Disease,,,1,1,
15044,7,,1,2020,7,Cattle,Predation,,,2,1,
15046,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,100,,72
15046,1,,1,2009,4,Cattle,Starvation/Drought,,Satellite camp,54,,25
15046,3,0,1,2011,1,Cattle, Disease,,Satellite camp,1,,1
15046,3,0,2,2011,4, Goat/Sheep,Just lost,,Satellite camp,3,,0
15046,4,0,1,2012,7, Goat/Sheep,Predation,,Base camp,1,,1
15046,4,0,2,2012,9, Goat/Sheep,Predation,,Base camp,1,,1
15046,5,0,4,2013,4, Goat/Sheep,Predation,,Base camp,2,,2
15046,5,0,2,2013,7,Cattle,Starvation/Drought,,Satellite camp,1,,1
15046,5,0,1,2012,12,Cattle,Old age,,Base camp,1,,1
15046,5,0,5,2013,9, Goat/Sheep,Premature birth,,Base camp,1,,1
15046,5,0,3,2013,8, Goat/Sheep, Disease,,Base camp,2,,2
15046,6,0,1,2014,10,Cattle,Starvation/Drought,,Satellite camp,1,,1
15046,6,0,2,2015,6,Cattle,Starvation/Drought,,Satellite camp,3,,0
15046,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
15046,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Base camp,4,,4
15046,6,0,3,2015,6, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
15046,7,,1,2020,8,Goat, Disease,,,23,1,
15047,1,,2,2009,2, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,4
15047,1,,1,2009,1, Goat/Sheep, Disease,,Satellite camp,14,,11
15047,1,,3,2009,4,Cattle,Starvation/Drought,,Satellite camp,4,,3
15047,2,,1,2010,2,Camel,Starvation/Drought,,Base camp,6,,6
15047,2,,2,2010,2,Cattle,Starvation/Drought,,Base camp,5,,5
15047,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Base camp,8,,8
15047,3,0,1,2011,5, Goat/Sheep,Starvation/Drought,,Base camp,9,,9
15047,4,0,1,2011,12,Camel,Accident/Poisoned,,Base camp,1,,1
15047,4,0,2,2012,5,Camel,Predation,,Satellite camp,1,,1
15047,5,0,3,2013,7, Goat/Sheep, Disease,,Base camp,2,,2
15047,5,0,1,2013,3, Goat/Sheep, Disease,,Base camp,1,,1
15047,5,0,4,2013,8, Goat/Sheep, Disease,,Base camp,2,,2
15047,5,0,2,2013,7, Goat/Sheep,Predation,,Base camp,1,,1
15047,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
15047,6,0,3,2015,4, Goat/Sheep,Just lost,,Base camp,2,,0
15047,6,0,2,2015,1, Goat/Sheep, Disease,,Base camp,3,,1
15047,6,0,1,2015,9,Cattle,Starvation/Drought,,Satellite camp,2,,1
15048,1,,1,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
15049,3,0,4,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,5,,2
15049,3,0,1,2011,2,Cattle, Disease,,Satellite camp,3,,1
15049,3,0,3,2011,1, Goat/Sheep,Predation,,Base camp,3,,2
15049,3,0,2,2011,6,Cattle,Starvation/Drought,,Satellite camp,4,,2
15049,5,0,1,2013,6, Goat/Sheep, Disease,,Base camp,2,,2
15049,5,0,2,2013,7, Goat/Sheep, Disease,,Base camp,2,,2
15049,6,0,2,2015,6,Camel, Disease,,Satellite camp,1,,1
15049,6,0,4,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
15049,6,0,3,2015,2, Goat/Sheep, Disease,,Satellite camp,5,,5
15049,6,0,1,2014,10,Camel, Disease,,Satellite camp,2,,2
15050,1,,2,2009,3,Cattle,Starvation/Drought,,Satellite camp,14,,8
15050,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,40,,16
15050,2,,1,2010,9,Camel, Disease,,Base camp,2,,2
15050,2,,2,2009,10, Goat/Sheep, Disease,,Base camp,2,,2
15050,3,0,7,2011,5, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
15050,3,0,6,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,6
15050,3,0,1,2011,1,Camel, Disease,,Satellite camp,13,,8
15050,3,0,5,2011,6,Cattle,Starvation/Drought,,Satellite camp,2,,1
15050,3,0,4,2011,2,Cattle,Starvation/Drought,,Satellite camp,8,,3
15050,3,0,3,2011,8,Camel,Starvation/Drought,,Satellite camp,2,,0
15050,3,0,2,2011,4,Camel,Starvation/Drought,,Satellite camp,6,,4
15050,3,0,8,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
15050,4,0,1,2011,12,Cattle,Predation,,Satellite camp,3,,2
15050,4,0,3,2012,3, Goat/Sheep,Premature birth,,Base camp,1,,0
15050,4,0,4,2012,7, Goat/Sheep, Disease,,Base camp,2,,1
15050,4,0,2,2012,4,Cattle, Disease,,Satellite camp,2,,0
15050,5,0,2,2013,5,Camel, Disease,,Satellite camp,1,,1
15050,5,0,1,2013,1,Camel,Predation,,Satellite camp,1,,1
15050,5,0,5,2013,6, Goat/Sheep, Disease,,Base camp,4,,3
15050,5,0,6,2013,9, Goat/Sheep, Disease,,Base camp,4,,1
15050,5,0,3,2013,2, Goat/Sheep, Disease,,Base camp,2,,1
15050,5,0,4,2013,7,Cattle,Starvation/Drought,,Satellite camp,1,,0
15050,6,0,2,2015,7,Cattle,Starvation/Drought,,Satellite camp,3,,3
15050,6,0,3,2015,9, Goat/Sheep, Disease,,Base camp,3,,3
15050,6,0,1,2015,5,Camel, Disease,,Satellite camp,4,,4
15050,7,,1,2020,5,Goat, Disease,,,2,2,
15050,7,,1,2020,11,Cattle,Predation,,,1,1,
15050,7,,2,2020,11,Goat, Disease,,,2,2,
15050,7,,2,2020,10, Sheep, Disease,,,3,2,
15050,7,,1,2020,5, Sheep,Predation,,,3,2,
15052,6,0,1,2015,8, Goat/Sheep, Disease,,Base camp,4,,1
15052,7,,1,2020,7, Sheep, Disease,,,1,1,
15052,7,,1,2020,5,Goat, Disease,,,2,2,
15052,7,,2,2020,10,Goat, Disease,,,2,2,
15058,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Base camp,5,,2
15058,6,0,1,2015,6,Cattle, Disease,,Satellite camp,1,,1
16001,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,15,,10
16001,1,,1,2009,8,Cattle,Starvation/Drought,,Satellite camp,6,,2
16002,1,,3,2009,7,Cattle,Starvation/Drought,,Satellite camp,3,,3
16002,1,,1,2009,4,Camel,Starvation/Drought,,Satellite camp,3,,3
16002,1,,4,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,10,,10
16002,1,,2,2009,5,Cattle,Starvation/Drought,,Satellite camp,3,,2
16002,2,,1,2010,2,Cattle, Disease,,Satellite camp,3,,2
16003,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,18,,10
16003,1,,1,2009,4,Cattle,Starvation/Drought,,Satellite camp,5,,3
16003,2,,2,2010,6, Goat/Sheep, Disease,,Base camp,2,,2
16003,2,,1,2010,2,Cattle,Starvation/Drought,,Satellite camp,1,,1
16003,4,0,2,2012,3, Goat/Sheep, Disease,,Base camp,5,,5
16003,4,0,3,2012,4, Goat/Sheep,Predation,,Base camp,6,,6
16003,4,0,1,2011,12,Camel, Disease,,Satellite camp,2,,2
16003,5,0,1,2013,1, Goat/Sheep,Predation,,Base camp,7,,6
16003,5,0,3,2013,4, Goat/Sheep,Just lost,,Base camp,2,,1
16003,5,0,2,2013,3, Goat/Sheep, Disease,,Base camp,2,,1
16004,1,,3,2009,6,Cattle,Accident/Poisoned,,Satellite camp,2,,2
16004,1,,1,2008,12,Camel,Starvation/Drought,,Satellite camp,2,,2
16004,1,,2,2009,4,Cattle,Starvation/Drought,,Satellite camp,1,,1
16004,1,,4,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
16004,2,,2,2010,6, Goat/Sheep, Disease,,Base camp,2,,2
16004,2,,1,2010,3,Cattle,Starvation/Drought,,Satellite camp,1,,1
16004,2,,3,2010,8,Camel, Disease,,Satellite camp,2,,0
16004,3,0,1,2011,7,Camel,Accident/Poisoned,,Base camp,1,,1
16004,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,2,,0
16004,4,0,2,2012,6, Goat/Sheep, Disease,,Satellite camp,2,,2
16004,4,0,3,2012,8, Goat/Sheep,Predation,,Satellite camp,1,,1
16004,4,0,1,2012,4,Camel, Disease,,Satellite camp,1,,1
16004,5,0,1,2013,8,Cattle,Accident/Poisoned,,Satellite camp,1,,1
16004,6,0,1,2014,11,Cattle, Disease,,Base camp,1,,1
16005,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,10,,10
16005,1,,1,2009,9,Cattle,Starvation/Drought,,Satellite camp,4,,4
16006,1,,3,2009,9, Goat/Sheep, Disease,,Base camp,10,,10
16006,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,20,,15
16006,1,,4,2009,7, Goat/Sheep,Predation,,Base camp,5,,2
16006,1,,1,2009,9,Cattle,Starvation/Drought,,Satellite camp,3,,3
16006,3,0,1,2011,3, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
16006,3,0,2,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
16006,4,0,1,2012,8, Goat/Sheep, Disease,,Base camp,1,,0
16006,5,0,3,2013,9, Goat/Sheep,Premature birth,,Base camp,2,,0
16006,5,0,2,2013,2, Goat/Sheep, Disease,,Base camp,2,,0
16006,5,0,1,2012,11, Goat/Sheep,Predation,,Base camp,2,,1
16006,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
16006,6,0,1,2014,12, Goat/Sheep, Disease,,Base camp,2,,2
16006,7,,2,2020,8,Goat, Disease,,,22,2,
16006,7,,1,2020,5,Goat, Disease,,,22,2,
16007,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,5,,3
16007,1,,1,2009,5,Cattle,Starvation/Drought,,Satellite camp,3,,2
16007,2,,2,2010,6, Goat/Sheep, Disease,,Base camp,4,,3
16007,2,,1,2010,3,Cattle,Starvation/Drought,,Satellite camp,1,,0
16007,3,0,2,2011,4, Goat/Sheep, Disease,,Base camp,3,,3
16007,3,0,3,2011,7, Goat/Sheep,Just lost,,Base camp,2,,1
16007,3,0,1,2011,1,Cattle, Disease,,Satellite camp,1,,1
16007,4,0,1,2012,3, Goat/Sheep, Disease,,Base camp,1,,1
16007,5,0,3,2013,9, Goat/Sheep,Premature birth,,Base camp,1,,0
16007,5,0,2,2013,3, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
16007,5,0,1,2013,1, Goat/Sheep, Disease,,Base camp,2,,2
16007,7,,1,2020,9,Goat, Disease,,,4,2,
16007,7,,2,2020,11,Goat, Disease,,,4,2,
16008,1,,1,2009,4,Cattle,Starvation/Drought,,Satellite camp,7,,7
16008,1,,2,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,8
16008,2,,2,2010,6,Cattle, Disease,,Satellite camp,8,,6
16008,2,,1,2010,9,Camel, Disease,,Satellite camp,3,,2
16008,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,2,,2
16008,3,0,1,2011,2,Camel,Accident/Poisoned,,Base camp,1,,1
16008,5,0,1,2013,3, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
16008,7,,1,2019,3,Goat, Disease,,,1,1,
16008,7,,1,2020,9, Sheep, Disease,,,4,2,
16008,7,,2,2020,12, Sheep,Predation,,,4,2,
16009,1,,1,2009,9,Cattle,Starvation/Drought,,Satellite camp,20,,18
16009,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,8
16009,1,,2,2009,9, Goat/Sheep, Disease,,Satellite camp,10,,10
16009,2,,1,2010,7, Goat/Sheep, Disease,,Satellite camp,2,,0
16009,3,0,2,2011,6, Goat/Sheep, Disease,,Base camp,13,,13
16009,3,0,1,2011,3,Cattle,Accident/Poisoned,,Base camp,1,,1
16009,6,0,2,2015,7, Goat/Sheep, Disease,,Base camp,5,,5
16009,6,0,1,2014,10, Goat/Sheep, Disease,,Base camp,5,,4
16009,7,,2,2020,9,Goat,Just lost,,,5,2,
16009,7,,1,2019,1, Sheep,Predation,,,7,1,
16009,7,,1,2019,1,Goat,Predation,,,5,2,
16010,1,,1,2009,7, Goat/Sheep, Disease,,Base camp,3,,3
16010,2,,2,2010,2,Cattle, Disease,,Satellite camp,1,,0
16010,2,,1,2010,4, Goat/Sheep, Disease,,Base camp,3,,2
16010,3,0,1,2011,5,Cattle, Disease,,Satellite camp,1,,1
16010,4,0,1,2012,7, Goat/Sheep,Predation,,Base camp,1,,0
16010,4,0,2,2012,3, Goat/Sheep, Disease,,Base camp,1,,0
16010,5,0,1,2013,3,Cattle, Disease,,Satellite camp,1,,1
16010,5,0,2,2013,7, Goat/Sheep,Predation,,Base camp,2,,1
16010,6,0,1,2015,4, Goat/Sheep, Disease,,Base camp,10,,6
16010,7,,1,2020,11,Goat,Predation,,,1,1,
16011,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,35,,20
16011,1,,1,2009,3,Cattle,Starvation/Drought,,Satellite camp,15,,13
16011,2,,1,2009,12,Cattle, Disease,,Satellite camp,4,,2
16011,2,,2,2010,6, Goat/Sheep,Predation,,Satellite camp,4,,4
16011,3,0,1,2011,6,Cattle,Starvation/Drought,,Base camp,8,,8
16011,3,0,3,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,4,,0
16011,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,5,,0
16011,6,0,1,2014,10, Goat/Sheep, Disease,,Base camp,1,,1
16011,7,,1,2020,8,Cattle,Accident/Poisoned,,,1,1,
16012,1,,1,2009,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
16012,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,5,,3
16012,2,,3,2010,9, Goat/Sheep, Disease,,Base camp,3,,3
16012,2,,2,2010,5,Cattle,Predation,,Satellite camp,2,,1
16012,2,,1,2010,3,Cattle, Disease,,Satellite camp,2,,2
16012,3,0,1,2011,3, Goat/Sheep,Predation,,Base camp,2,,1
16012,5,0,2,2013,7, Goat/Sheep, Disease,,Base camp,1,,0
16012,5,0,1,2013,2, Goat/Sheep, Disease,,Base camp,1,,0
16012,6,0,2,2015,6, Goat/Sheep, Disease,,Base camp,2,,0
16012,6,0,1,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
16012,7,,2,2020,10, Sheep, Disease,,,2,2,
16012,7,,1,2020,5,Goat, Disease,,,3,2,
16012,7,,2,2020,11,Goat, Disease,,,3,2,
16012,7,,1,2020,5, Sheep, Disease,,,2,2,
16013,1,,2,2009,6, Goat/Sheep, Disease,,Base camp,5,,5
16013,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,10,,8
16013,2,,2,2010,2, Goat/Sheep,Predation,,Satellite camp,1,,1
16013,2,,1,2010,9,Cattle, Disease,,Satellite camp,1,,1
16014,1,,1,2009,8, Goat/Sheep, Disease,,Base camp,10,,2
16014,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,5,,1
16014,2,,2,2010,6,Cattle,Starvation/Drought,,Satellite camp,1,,1
16014,2,,1,2010,4,Cattle, Disease,,Satellite camp,1,,1
16014,3,0,1,2011,4, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
16014,4,0,1,2012,5, Goat/Sheep, Disease,,Base camp,1,,0
16014,5,0,2,2013,9, Goat/Sheep,Predation,,Base camp,1,,1
16014,5,0,1,2013,4, Goat/Sheep, Disease,,Base camp,1,,1
16014,7,,1,2020,5,Goat, Disease,,,4,1,
16015,1,,3,2009,9, Goat/Sheep,Predation,,Satellite camp,3,,0
16015,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,7
16015,1,,1,2009,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
16015,2,,1,2009,12,Cattle,Starvation/Drought,,Satellite camp,6,,4
16015,2,,2,2010,4, Goat/Sheep, Disease,,Satellite camp,6,,2
16015,3,0,1,2010,11,Cattle,Starvation/Drought,,Satellite camp,2,,2
16015,3,0,2,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,6,,5
16015,5,0,1,2013,7, Goat/Sheep,Predation,,Base camp,1,,1
16015,6,0,1,2015,4,Cattle,Predation,,Satellite camp,1,,1
16015,6,0,2,2015,3, Goat/Sheep,Just lost,,Base camp,7,,7
16015,7,,2,2020,7,Goat, Disease,,,10,3,
16015,7,,1,2020,5,Goat, Disease,,,10,3,
16015,7,,3,2020,10,Goat, Disease,,,10,3,
16016,1,,2,2009,2, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
16016,1,,1,2009,1,Cattle,Starvation/Drought,,Satellite camp,4,,2
16016,1,,3,2009,6, Goat/Sheep, Disease,,Satellite camp,4,,4
16016,2,,5,2010,6, Goat/Sheep,Starvation/Drought,,Base camp,3,,0
16016,2,,2,2010,5,Camel,Starvation/Drought,,Satellite camp,1,,0
16016,2,,3,2010,6,Cattle, Disease,,Satellite camp,4,,0
