hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
2004,2,,2,2010,9, Goat/Sheep, Disease,,Base camp,1,,0
2004,3,0,3,2011,9, Goat/Sheep,Predation,,Base camp,1,,1
2004,3,0,2,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2004,3,0,1,2011,7, Goat/Sheep, Disease,,Base camp,2,,1
2004,3,0,4,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2004,5,0,2,2013,4, Goat/Sheep, Disease,,Base camp,2,,1
2004,5,0,3,2013,5, Goat/Sheep,Predation,,Base camp,1,,0
2004,5,0,1,2013,3, Goat/Sheep,Predation,,Base camp,2,,1
2004,6,0,2,2015,4, Goat/Sheep, Disease,,Base camp,1,,1
2004,6,0,1,2015,3, Goat/Sheep, Rain,,Base camp,2,,2
2005,1,,5,2009,9,Cattle,Starvation/Drought,,Satellite camp,15,,4
2005,1,,1,2008,11,Cattle,Just lost,,Satellite camp,2,,1
2005,1,,3,2009,7,Cattle,Starvation/Drought,,Satellite camp,3,,3
2005,1,,2,2009,6,Cattle, Disease,,Base camp,1,,1
2005,1,,4,2009,8,Cattle,Starvation/Drought,,Satellite camp,11,,5
2005,2,,1,2010,1,Cattle, Disease,,Satellite camp,1,,1
2005,2,,2,2010,9,Cattle,Predation,,Satellite camp,1,,0
2005,3,0,2,2011,7,Cattle,Starvation/Drought,,Satellite camp,5,,4
2005,3,0,5,2011,7, Goat/Sheep, Disease,,Base camp,5,,5
2005,3,0,1,2011,8,Cattle,Starvation/Drought,,Satellite camp,10,,10
2005,3,0,6,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,4,,1
2005,3,0,3,2011,5,Cattle,Starvation/Drought,,Satellite camp,20,,10
2005,3,0,4,2011,3,Cattle,Starvation/Drought,,Satellite camp,9,,3
2005,5,0,3,2013,4, Goat/Sheep, Disease,,Satellite camp,1,,1
2005,5,0,4,2013,7, Goat/Sheep, Disease,,Satellite camp,2,,2
2005,5,0,2,2013,4, Goat/Sheep, Disease,,Base camp,4,,4
2005,5,0,1,2013,1,Cattle, Disease,,Satellite camp,1,,1
2005,7,,1,2020,7,Cattle, Disease,,,1,1,
2006,1,,1,2009,9,Cattle,Starvation/Drought,,Base camp,3,,3
2007,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,1,,1
2007,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,1,,1
2007,3,0,1,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2007,3,0,3,2011,9, Goat/Sheep, Rain,,Base camp,1,,1
2007,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2008,1,,2,2009,7,Cattle,Starvation/Drought,,Satellite camp,2,,2
2008,1,,4,2009,9,Cattle,Starvation/Drought,,Satellite camp,2,,2
2008,1,,1,2009,5,Cattle,Starvation/Drought,,Satellite camp,7,,5
2008,1,,3,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,1
2008,3,0,1,2011,9,Cattle,Starvation/Drought,,Base camp,7,,7
2008,4,0,1,2011,10,Camel,Starvation/Drought,,Satellite camp,2,,0
2008,5,0,1,2013,3,Camel, Disease,,Base camp,4,,1
2008,5,0,2,2013,1, Goat/Sheep, Disease,,Base camp,3,,2
2008,6,0,1,2014,10,Camel,Starvation/Drought,,Base camp,1,,1
2008,6,0,2,2014,12,Camel,Premature birth,,Satellite camp,1,,1
2009,1,,2,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1
2009,1,,1,2009,7,Cattle,Starvation/Drought,,Base camp,3,,3
2009,1,,3,2009,9,Cattle,Starvation/Drought,,Base camp,1,,1
2009,3,0,3,2011,9,Cattle,Starvation/Drought,,Base camp,6,,6
2009,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,8,,0
2009,3,0,1,2011,7,Cattle,Starvation/Drought,,Base camp,3,,3
2009,4,0,1,2011,10,Cattle,Starvation/Drought,,Base camp,3,,3
2009,5,0,3,2013,5, Goat/Sheep, Disease,,Satellite camp,1,,1
2009,5,0,4,2013,6, Goat/Sheep,Just lost,,Satellite camp,1,,1
2009,5,0,1,2013,4, Goat/Sheep, Rain,,Base camp,1,,1
2009,5,0,2,2013,5, Goat/Sheep,Just lost,,Base camp,1,,1
2009,6,0,1,2014,10, Goat/Sheep,Predation,,Satellite camp,1,,1
2009,7,,1,2020,11,Goat,Predation,,,1,1,
2010,1,,3,2009,9,Cattle,Starvation/Drought,,Satellite camp,3,,2
2010,1,,1,2009,8, Goat/Sheep, Disease,,Base camp,2,,2
2010,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2010,3,0,1,2011,2,Cattle,Starvation/Drought,,Base camp,2,,1
2010,5,0,1,2013,7, Goat/Sheep, Disease,,Base camp,1,,1
2010,6,0,1,2014,10, Goat/Sheep,Predation,,Base camp,16,,14
2010,7,,1,2020,8,Goat,Predation,,,4,2,
2010,7,,2,2020,6,Goat, Disease,,,4,2,
2010,7,,1,2020,6, Sheep,Predation,,,2,2,
2010,7,,2,2020,12, Sheep,Predation,,,2,2,
2011,1,,1,2008,10,Cattle, Disease,,Base camp,2,,1
2011,1,,2,2009,3,Cattle,Starvation/Drought,,Base camp,1,,1
2011,1,,6,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,1
2011,1,,3,2009,5,Cattle,Starvation/Drought,,Base camp,4,,4
2011,1,,5,2009,7,Cattle,Starvation/Drought,,Satellite camp,3,,2
2011,1,,4,2009,6,Cattle,Starvation/Drought,,Satellite camp,2,,2
2011,3,0,2,2011,7,Cattle,Starvation/Drought,,Base camp,10,,10
2011,3,0,1,2011,2,Cattle,Starvation/Drought,,Base camp,3,,3
2011,3,0,3,2011,9,Cattle,Starvation/Drought,,Base camp,7,,7
2012,1,,1,2008,11, Goat/Sheep, Disease,,Base camp,4,,4
2012,1,,2,2009,1, Goat/Sheep,Just lost,,Satellite camp,3,,3
2012,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2012,3,0,1,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
2012,3,0,2,2011,7, Goat/Sheep, Disease,,Satellite camp,2,,0
2012,3,0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
2012,5,0,1,2013,6, Goat/Sheep,Predation,,Satellite camp,5,,4
2012,5,0,2,2013,9, Goat/Sheep, Disease,,Satellite camp,1,,1
2012,7,,1,2019,1, Sheep, Rain,,,3,3,
2012,7,,3,2019,3, Sheep, Rain,,,3,3,
2012,7,,2,2019,2, Sheep, Rain,,,3,3,
2013,1,,1,2009,4, Goat/Sheep, Disease,,Satellite camp,2,,2
2013,3,0,3,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2013,3,0,2,2011,9,Cattle,Starvation/Drought,,Satellite camp,1,,1
2013,3,0,1,2011,8,Cattle,Starvation/Drought,,Satellite camp,2,,2
2013,4,0,1,2011,10, Goat/Sheep,Starvation/Drought,,Base camp,5,,0
2014,1,,6,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,2
2014,1,,2,2009,1,Cattle,Accident/Poisoned,,Base camp,1,,1
2014,1,,3,2009,3,Cattle, Disease,,Satellite camp,3,,3
2014,1,,5,2009,6,Cattle, Disease,,Satellite camp,2,,2
2014,1,,1,2008,11,Cattle,Accident/Poisoned,,Base camp,1,,1
2014,1,,4,2009,4,Cattle, Disease,,Satellite camp,5,,5
2014,1,,7,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1
2015,1,,1,2009,5, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
2015,1,,4,2009,9, Goat/Sheep, Disease,,Base camp,1,,1
2015,1,,3,2009,8, Goat/Sheep, Disease,,Base camp,2,,1
2015,1,,2,2009,7, Goat/Sheep, Disease,,Base camp,3,,2
2015,5,0,2,2013,8, Goat/Sheep,Predation,,Base camp,1,,1
2015,5,0,1,2013,7, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
2015,7,,1,2020,9, Sheep,Predation,,,3,1,
2015,7,,1,2020,8,Goat,Predation,,,16,1,
2016,1,,5,2009,4, Goat/Sheep, Disease,,Base camp,2,,2
2016,1,,7,2009,6,Cattle,Starvation/Drought,,Satellite camp,3,,3
2016,1,,1,2008,10, Goat/Sheep, Disease,,Base camp,7,,7
2016,1,,2,2008,11, Goat/Sheep,Predation,,Satellite camp,3,,1
2016,1,,6,2009,5, Goat/Sheep, Disease,,Base camp,1,,1
2016,1,,4,2009,2, Goat/Sheep, Disease,,Base camp,7,,7
2016,1,,3,2009,1, Goat/Sheep, Disease,,Base camp,2,,2
2016,3,0,1,2011,2, Goat/Sheep,Starvation/Drought,,Base camp,11,,8
2016,3,0,2,2011,1,Cattle,Starvation/Drought,,Base camp,2,,1
2016,7,,4,2020,9,Goat, Disease,,,5,5,
2016,7,,1,2020,7,Goat, Disease,,,5,5,
2016,7,,2,2020,8,Goat, Disease,,,5,5,
2016,7,,5,2020,9,Goat, Disease,,,5,5,
2016,7,,3,2020,8,Goat, Disease,,,5,5,
2016,7,,1,2020,5,Cattle, Disease,,,1,1,
2018,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
2018,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,15
2018,1,,1,2009,1, Goat/Sheep, Disease,,Satellite camp,2,,2
2018,2,,1,2010,3, Goat/Sheep, Disease,,Base camp,4,,0
2018,3,0,1,2011,7, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
2018,4,0,1,2011,12, Goat/Sheep, Disease,,Base camp,1,,1
2018,6,0,1,2015,9, Goat/Sheep, Disease,,Base camp,3,,2
2018,7,,1,2020,12,Goat, Disease,,,4,4,
2018,7,,4,2020,12,Goat, Disease,,,4,4,
2018,7,,3,2020,12,Goat, Disease,,,4,4,
2018,7,,2,2020,12,Goat, Disease,,,4,4,
2019,1,,2,2008,5,Cattle,Starvation/Drought,,Base camp,1,,1
2019,1,,1,2008,11,Cattle, Disease,,Base camp,1,,1
2019,3,0,1,2011,6, Goat/Sheep, Disease,,Base camp,2,,1
2019,4,0,1,2011,10, Goat/Sheep,Premature birth,,Base camp,1,,0
2019,7,,1,2020,7,Cattle, Disease,,,1,1,
2020,1,,1,2009,6,Cattle,Starvation/Drought,,Satellite camp,2,,2
2020,2,,1,2010,7, Goat/Sheep,Predation,,Base camp,3,,0
2020,2,,2,2010,8,Cattle, Disease,,Base camp,2,,1
2020,3,0,1,2011,7,Camel,Premature birth,,Base camp,1,,0
2020,3,0,3,2011,8,Cattle,Starvation/Drought,,Base camp,1,,1
2020,3,0,6,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2020,3,0,4,2011,8,Cattle,Starvation/Drought,,Base camp,2,,2
2020,3,0,8,.a,.a, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2020,3,0,5,2011,3, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2020,3,0,7,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2020,3,0,2,2011,6,Cattle,Starvation/Drought,,Base camp,2,,2
2020,3,0,9,2011,7, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2020,4,0,1,2011,10, Goat/Sheep, Rain,,Base camp,6,,3
2020,4,0,2,2011,11, Goat/Sheep, Disease,,Base camp,5,,2
2021,1,,6,2009,7,Cattle,Starvation/Drought,,Base camp,1,,1
2021,1,,7,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2021,1,,4,2009,5,Cattle,Starvation/Drought,,Base camp,1,,1
2021,1,,3,2009,3, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2021,1,,1,2008,10,Cattle,Starvation/Drought,,Base camp,1,,1
2021,1,,2,2008,10, Goat/Sheep, Disease,,Base camp,2,,2
2021,1,,5,2009,6,Cattle,Starvation/Drought,,Base camp,1,,1
2021,2,,1,2010,7, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2021,3,0,1,2011,5,Cattle,Starvation/Drought,,Satellite camp,2,,2
2021,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,2,,0
2021,3,0,5,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2021,3,0,4,2011,9, Goat/Sheep,Predation,,Base camp,1,,1
2021,3,0,3,2011,9, Goat/Sheep, Rain,,Base camp,6,,6
2022,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,19,,11
2022,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
2022,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,11,,8
2022,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,26,,18
2022,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,6,,4
2022,2,,1,2010,3,Cattle, Disease,,Base camp,1,,0
2022,3,0,1,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
2022,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,1,,0
2022,5,0,5,2013,9, Goat/Sheep,Predation,,Satellite camp,1,,1
2022,5,0,3,2012,11, Goat/Sheep, Disease,,Satellite camp,21,,21
2022,5,0,1,2012,10,Cattle,Starvation/Drought,,Satellite camp,2,,2
2022,5,0,4,2013,5, Goat/Sheep, Rain,,Satellite camp,1,,1
2022,5,0,2,2012,10, Goat/Sheep, Disease,,Satellite camp,19,,17
2022,6,0,1,2014,11,Camel,-97,BIRTH COMPLICATION,Satellite camp,1,,1
2022,7,,1,2020,12,Goat,Just lost,,,4,1,
2022,7,,1,2020,9,Cattle, Disease,,,1,1,
2023,1,,5,2009,9,Cattle,Starvation/Drought,,Base camp,5,,3
2023,1,,3,2009,5,Cattle, Disease,,Base camp,1,,1
2023,1,,2,2009,4,Cattle, Disease,,Base camp,4,,2
2023,1,,4,2009,7,Cattle,Starvation/Drought,,Base camp,2,,2
2023,1,,1,2008,10, Goat/Sheep, Disease,,Base camp,2,,2
2023,3,0,1,2011,6, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2023,3,0,2,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2023,7,,1,2020,8,Goat,Predation,,,2,2,
2023,7,,2,2020,12,Goat,Just lost,,,2,2,
2024,1,,1,2008,11,Cattle, Disease,,Base camp,1,,1
2024,1,,2,2009,1,Cattle, Disease,,Base camp,1,,1
2024,2,,1,2010,8, Goat/Sheep, Disease,,Base camp,1,,0
2024,3,0,1,2011,3, Goat/Sheep,Starvation/Drought,,Base camp,4,,4
2024,4,0,2,2012,8, Goat/Sheep,Premature birth,,Base camp,1,,0
2024,4,0,1,2011,10, Goat/Sheep, Disease,,Base camp,1,,1
2024,4,0,3,2011,11,Cattle,Starvation/Drought,,Base camp,2,,2
2024,5,0,1,2013,1, Goat/Sheep, Disease,,Base camp,1,,1
2024,6,0,1,2015,2, Goat/Sheep, Disease,,Base camp,2,,2
2024,7,,1,2020,12,Goat, Disease,,,2,1,
2025,1,,1,2008,.a, Goat/Sheep, Disease,,Satellite camp,250,,100
2025,1,,2,2009,9,Cattle,Starvation/Drought,,Base camp,3,,1
2025,3,0,3,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,18,,9
2025,3,0,2,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,23,,12
2025,3,0,1,2011,2, Goat/Sheep, Disease,,Satellite camp,6,,6
2025,4,0,1,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,9
2025,4,0,2,2012,4, Goat/Sheep,Predation,,Satellite camp,4,,0
2025,5,0,2,2013,3, Goat/Sheep,Just lost,,Base camp,14,,14
2025,5,0,1,2012,11, Goat/Sheep, Disease,,Base camp,28,,0
2025,6,0,1,2015,9, Goat/Sheep,Just lost,,Satellite camp,3,,3
2025,7,,3,2020,10,Goat,Predation,,,3,3,
2025,7,,2,2020,7,Goat,Predation,,,3,3,
2025,7,,1,2020,6,Goat,Predation,,,3,3,
2026,1,,4,2009,8,Cattle,Starvation/Drought,,Satellite camp,6,,4
2026,1,,1,2008,10,Cattle,Accident/Poisoned,,Satellite camp,1,,1
2026,1,,5,2009,9,Cattle,Starvation/Drought,,Satellite camp,5,,4
2026,1,,3,2009,7,Cattle,Starvation/Drought,,Satellite camp,3,,3
2026,1,,2,2009,6,Cattle,Starvation/Drought,,Satellite camp,5,,5
2026,2,,1,2010,4, Goat/Sheep,Premature birth,,Base camp,1,,0
2026,3,0,1,2011,8,Cattle,Starvation/Drought,,Base camp,6,,4
2026,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,0
2026,5,0,1,2013,8, Goat/Sheep,Predation,,Base camp,2,,0
2026,7,,1,2019,3,Cattle, Disease,,,1,1,
2026,7,,1,2019,2,Goat,Predation,,,2,1,
2027,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
2027,1,,3,2009,9,Cattle,Starvation/Drought,,Satellite camp,2,,1
2027,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,10
2027,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,3,,1
2027,3,0,1,2011,2,Cattle,Starvation/Drought,,Base camp,9,,9
2027,3,0,2,2011,3, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2027,4,0,1,2011,12,Cattle, Disease,,Base camp,1,,1
2028,1,,5,2009,7,Cattle,Starvation/Drought,,Base camp,5,,5
2028,1,,6,2009,8,Cattle,Starvation/Drought,,Satellite camp,8,,6
2028,1,,2,2008,11,Cattle, Disease,,Satellite camp,2,,1
2028,1,,3,2009,6,Cattle,Starvation/Drought,,Satellite camp,3,,2
2028,1,,7,2009,9,Cattle,Starvation/Drought,,Satellite camp,5,,3
2028,1,,4,2009,7,Cattle,Starvation/Drought,,Satellite camp,11,,8
2028,1,,1,2008,10,Cattle,Predation,,Satellite camp,18,,4
2028,2,,2,2010,6, Goat/Sheep,Predation,,Satellite camp,5,,0
2028,2,,1,2010,2, Goat/Sheep, Disease,,Satellite camp,5,,0
2028,3,0,1,2011,4,Cattle,Starvation/Drought,,Satellite camp,2,,1
2028,3,0,5,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3
2028,3,0,2,2011,6,Cattle, Disease,,Base camp,1,,1
2028,3,0,3,2011,8,Cattle,Starvation/Drought,,Satellite camp,1,,1
2028,3,0,4,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,9
2028,3,0,6,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
2028,4,0,1,2011,10,Cattle,Starvation/Drought,,Base camp,1,,1
2028,4,0,2,2011,10, Goat/Sheep,Predation,,Base camp,1,,1
2028,6,0,1,2015,2,Cattle,Starvation/Drought,,Base camp,2,,2
2028,7,,1,2020,5,Cattle, Disease,,,1,1,
2029,1,,2,2009,6,Cattle,Accident/Poisoned,,Satellite camp,1,,1
2029,1,,1,2008,12,Cattle, Disease,,Base camp,4,,4
2029,1,,3,2009,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
2029,1,,4,2009,9,Cattle,Starvation/Drought,,Satellite camp,7,,7
2029,2,,1,2010,4,Cattle,Accident/Poisoned,,Base camp,1,,0
2029,3,0,1,2011,6,Cattle,Starvation/Drought,,Satellite camp,11,,6
2029,4,0,1,2012,2,Cattle,Starvation/Drought,,Base camp,1,,1
2029,5,0,1,2012,10,Cattle, Disease,,Satellite camp,2,,2
2029,6,0,1,2015,3,Cattle, Disease,,Satellite camp,2,,0
2030,2,,1,2010,6, Goat/Sheep,Predation,,Base camp,1,,0
2030,3,0,2,2011,8, Goat/Sheep, Disease,,Satellite camp,2,,2
2030,3,0,1,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
2030,4,0,1,2011,11, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2030,7,,2,2020,9,Goat, Disease,,,2,2,
2030,7,,1,2020,6,Goat, Disease,,,2,2,
2031,4,0,1,2011,12, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
2031,5,0,1,2013,9, Goat/Sheep,Predation,,Satellite camp,1,,1
2032,1,,1,2009,5,Cattle,Raiding/Rustling/Conflict,,Satellite camp,5,,5
2032,3,0,1,2010,10,Cattle,Starvation/Drought,,Base camp,4,,4
2032,4,0,1,2011,11, Goat/Sheep, Disease,,Base camp,2,,2
2032,4,0,2,2012,1, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
2032,5,0,1,2012,12, Goat/Sheep, Disease,,Base camp,3,,0
2032,6,0,1,2015,8, Goat/Sheep,Just lost,,Base camp,1,,1
2033,1,,2,2009,2,Cattle,Starvation/Drought,,Satellite camp,2,,2
2033,1,,1,2008,11,Cattle,Accident/Poisoned,,Satellite camp,1,,1
2033,1,,3,2009,9,Cattle,Starvation/Drought,,Satellite camp,18,,13
2033,4,0,1,2011,11,Cattle,Starvation/Drought,,Base camp,1,,1
2033,5,0,1,2012,11,Cattle, Disease,,Base camp,1,,1
2034,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
2034,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
2034,1,,6,2009,9,Cattle,Starvation/Drought,,Satellite camp,10,,5
2034,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
2034,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
2034,1,,7,2009,9,Cattle,Starvation/Drought,,Base camp,4,,3
2034,1,,1,2008,10, Goat/Sheep, Disease,,Satellite camp,4,,4
2034,3,0,7,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,4,,4
2034,3,0,6,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,10,,10
2034,3,0,8,.a,.a, Goat/Sheep,Starvation/Drought,,Base camp,26,,23
2034,3,0,5,.a,.a,Cattle, Rain,,Satellite camp,7,,5
2034,3,0,3,2011,7,Cattle,Starvation/Drought,,Satellite camp,2,,1
2034,3,0,4,2011,8,Cattle,Starvation/Drought,,Satellite camp,7,,4
2034,3,0,2,2011,1,Cattle,Starvation/Drought,,Satellite camp,4,,4
2034,3,0,1,2011,6,Camel,Just lost,,Satellite camp,1,,1
2034,4,0,1,2011,10, Goat/Sheep,Predation,,Base camp,1,,1
2034,4,0,2,2011,11,Cattle,Starvation/Drought,,Base camp,6,,6
2034,5,0,1,2012,11, Goat/Sheep, Disease,,Base camp,4,,1
2034,6,0,1,2015,5, Goat/Sheep, Disease,,Base camp,3,,2
2034,6,0,2,2015,2, Goat/Sheep, Disease,,Base camp,1,,0
2034,7,,1,2020,7,Cattle, Disease,,,2,2,
2034,7,,2,2020,7,Cattle, Disease,,,2,2,
2035,1,,5,2009,6,Cattle,Starvation/Drought,,Satellite camp,2,,2
2035,1,,4,2009,5,Cattle,Starvation/Drought,,Satellite camp,4,,4
2035,1,,6,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2035,1,,3,2009,4, Goat/Sheep,Just lost,,Base camp,3,,3
2035,1,,2,2009,3,Cattle,Accident/Poisoned,,Satellite camp,1,,1
2035,1,,1,2008,11,Cattle, Disease,,Satellite camp,2,,2
2035,1,,7,2009,8,Cattle,Starvation/Drought,,Satellite camp,6,,6
2035,1,,8,2009,9,Cattle,Starvation/Drought,,Satellite camp,3,,2
2035,1,,9,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
2035,2,,2,2010,9, Goat/Sheep, Disease,,Base camp,1,,0
2035,2,,1,2010,3, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
2035,3,0,1,2011,9,Cattle,Starvation/Drought,,Base camp,4,,2
2035,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,1
2035,5,0,2,2013,4, Goat/Sheep, Disease,,Base camp,1,,1
2035,5,0,1,2013,4, Goat/Sheep,Just lost,,Base camp,1,,1
2035,6,0,1,2015,4,Camel, Disease,,Base camp,1,,0
2035,7,,1,2020,5,Goat, Disease,,,3,3,
2035,7,,3,2020,9,Goat, Disease,,,3,3,
2035,7,,1,2020,5,Cattle,Starvation/Drought,,,2,1,
2035,7,,2,2020,6,Goat, Disease,,,3,3,
2036,1,,3,2009,9,Cattle,Starvation/Drought,,Satellite camp,7,,4
2036,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
2036,1,,1,2008,10,Cattle,Predation,,Satellite camp,1,,1
2036,2,,1,2009,11,Cattle, Disease,,Satellite camp,10,,10
2036,3,0,3,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
2036,3,0,2,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,0
2036,3,0,1,2010,12,Cattle,Raiding/Rustling/Conflict,,Satellite camp,2,,2
2036,6,0,1,2015,4,Cattle, Disease,,Base camp,1,,0
2036,6,0,2,2015,1, Goat/Sheep,Predation,,Satellite camp,9,,9
2037,6,0,2,2015,7, Goat/Sheep,Predation,,Base camp,1,,1
2037,6,0,1,2015,9, Goat/Sheep, Disease,,Base camp,1,,1
2038,1,,1,2009,6,Cattle,Starvation/Drought,,Base camp,1,,1
2038,1,,2,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1
2038,3,0,2,2011,8,Cattle,Starvation/Drought,,Base camp,1,,1
2038,3,0,1,2011,5,Cattle,Starvation/Drought,,Base camp,1,,1
2038,6,0,2,2015,5, Goat/Sheep,Predation,,Base camp,1,,1
2038,6,0,1,2015,2, Goat/Sheep, Disease,,Base camp,1,,1
2038,7,,1,2019,2,Goat, Disease,,,2,1,
2039,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
2039,1,,1,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
2039,2,,1,2010,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
2039,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
2039,3,0,1,2011,6,Cattle,Starvation/Drought,,Base camp,3,,3
2039,3,0,3,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,7,,3
2039,4,0,1,2011,10, Goat/Sheep,Starvation/Drought,,Base camp,6,,6
2039,4,0,2,2012,8, Goat/Sheep, Disease,,Base camp,2,,0
2039,4,0,3,2012,9, Goat/Sheep, Disease,,Base camp,1,,0
2039,4,0,4,2011,10,Cattle,Starvation/Drought,,Base camp,1,,1
2039,6,0,4,2015,4, Goat/Sheep,Predation,,Base camp,5,,5
2039,6,0,3,2015,3, Goat/Sheep,Predation,,Base camp,3,,3
2039,6,0,2,2015,9, Goat/Sheep,Predation,,Base camp,2,,2
2039,6,0,5,2015,5, Goat/Sheep, Disease,,Base camp,1,,1
2039,6,0,1,2015,6,Camel, Disease,,Base camp,2,,1
2040,1,,1,2008,11, Goat/Sheep,Predation,,Base camp,1,,1
2040,1,,2,2008,12, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
2040,1,,7,2009,5,Cattle, Disease,,Base camp,1,,1
2040,1,,3,2009,1, Goat/Sheep, Disease,,Base camp,1,,1
2040,1,,6,2009,3,Cattle,Starvation/Drought,,Satellite camp,4,,4
2040,1,,4,2009,2, Goat/Sheep, Disease,,Base camp,1,,1
2040,1,,5,2009,3,Cattle, Disease,,Base camp,1,,1
2040,1,,8,2009,6,Cattle, Disease,,Base camp,1,,1
2040,1,,9,2009,7,Cattle,Starvation/Drought,,Base camp,2,,2
2040,1,,10,2009,9,Cattle,Starvation/Drought,,Base camp,2,,2
2040,2,,4,2010,8, Goat/Sheep, Disease,,Base camp,4,,3
2040,2,,2,2010,5, Goat/Sheep, Disease,,Base camp,3,,2
